id,qualified_name,source_labels,kind,domain,group_order,point_count,real_dimension,complex_dimension,rank,carrier_real_dimension,standing,definition,formula_or_action,boundary,source_ids
causal-golden-b,Integral causal-current square-five operator pair,"[""B1"", ""B2"", ""B_1"", ""B_2""]",integral operator pair,Causal-current lattice with S5 action,,,,,,,Source-reported operator pair with original matrix recovery pending.,"The integrated draft reports two integral operators in the causal-current commutant, both squaring to five times identity. A rational S5-module crosswalk does not identify their integral lattice with the golden-period lattice; the source reports an index-32 integral embedding instead.",B1^2=B2^2=5I,The original operator matrices and producer are not included in the retrieved excerpt. No fresh lattice calculation is claimed.,"[""GOLDEN_LATTICE""]"
s1-residual-reflection,Connection-selected anti-complex face reflection,"[""S1"", ""S_1""]",involutory operator,Four-state face basis / event-adapted complex doublet,,,,,,,Source-recorded; original producer not re-executed in this sweep.,"The explicitly selected permutation (1,0,3,2) generating the last connection-residual ambiguity. In the event-adapted complex doublet it is sigma_x followed by complex conjugation. A signed event selects one transport in the torsor; it does not make the residual generator equal that transport.","S1=(1,0,3,2); S1=sigma_x K_conj; S1^2=I","Not the circle S^1, the phase coset S_1, the bundle residual r1, or the selected transport T.","[""RESIDUAL"", ""REFLECTION""]"
s2-twin-reflection,L-twisted companion face reflection,"[""S2"", ""S_2""]",involutory operator,Same four-state face basis asS1,,,,,,,Source-recorded; original producer not re-executed in this sweep.,"The companion permutation (2,3,0,1), obtained as L S1 with L=(3,2,1,0). The source distinguishes it from S1 and says it does not occur as the actual residual in the tested connection selector.",S2=L S1,Do not merge it with S1 because both are involutory or anti-complex.,"[""RESIDUAL""]"
phase-cosets,Four registered history-phase coset objects,"[""S0"", ""S1"", ""S2"", ""S3"", ""S_0"", ""S_1"", ""S_2"", ""S_3""]",coset object family,X=Gamma_hist/H0,,4,,,,,Source-recorded; original producer not re-executed in this sweep.,"The four phase objects r^k H0 in the specified left-coset space. Their phase cycle has period four, while the listed embedded isotropy and word-generator family has period two. Each coset is an object, not a reflection matrix.",S_k=r^kH0; k=0..3,"S_1 and S_2 here are cosets, not the face operators. Selecting S_0 marks an origin but does not make that marking invariant.","[""HISTORY_PHASE""]"
r1-native-residual,Selected native exchange-square residual,"[""r1"", ""r_1"", ""rho1"", ""rho_1""]",native permutation,Aut(G60) cache index2 in the supplied exchange source,2,,,,,,Source-recorded; original producer not re-executed in this sweep.,"The selected native order-two permutation at cache index 2, equal to the square of cache[3]. Its face-bundle action has a nontrivial base permutation and a chart-dependent local compatibility cocycle. The source explicitly distinguishes it from a purely vertical S1.",r1_native=g^2; g=cache[3]; r1=cache[2],Not the primitive homology class r1 or the first event receipt. The source records r1_equals_vertical_S1=false.,"[""BUNDLE"", ""CARTAN""]"
r1-history-class,Primitive registered-history winding class,"[""r1"", ""r_1""]",homology generator/class,The declared registered-history domain,,,,,,,Source-recorded; original producer not re-executed in this sweep.,The distinguished primitive class in the declared registered-history construction. Thalean time is its additive oriented winding. A homology generator and a native permutation with the same display name are not the same type of object.,tau_Th(gamma)=wind_(r1_history)(gamma),Not automatically W4/2 on a different presentation. Do not assign a native permutation-cache index to the homology class.,"[""CORE"", ""BASE""]"
r-indexed-receipts,Indexed event receipt variables,"[""r1"", ""r2"", ""r_1"", ""r_2""]",indexed data family,Ordered transduction history,,,,,,,Source-recorded; original producer not re-executed in this sweep.,"The baseline uses r_i or rho_i for successive individual receipts in an event history. These are chronology-indexed data, not group orders or names of a universal primitive class.","(e1,r1) o (e2,r2) ...",Do not compare r1_receipt with r1_native or r1_history solely through their spelling.,"[""BASE""]"
w4-winding,Companion four-generator additive winding cochain,"[""W4"", ""W_4""]",integral 1-cochain,Four-generator cellular history presentation,,,,,,,Source-recorded; original producer not re-executed in this sweep.,"The primitive integral cochain (1,1,1,1) on the specified four-generator companion presentation. It annihilates its defining relations. On the even-history cover it equals twice a primitive integer cochain plus an exact endpoint term.",W4 = 2 N + d h; on closed histories W4(gamma) = 2 N(gamma),The source explicitly does not identify N with original Project 41 tau_T on arbitrary histories.,"[""WINDING""]"
w5-transverse,Transverse five-dimensional six-face field sector,"[""W5"", ""W_5""]",real invariant subspace,Continuous R^6 lift of the six-face order field,,,5,,,,Source-recorded; original producer not re-executed in this sweep.,"The real five-dimensional complement to the one-dimensional phase line in the continuous lift of the six-face order field. Its label records a representation dimension, not five frame states or a fivefold cyclic action.",R^6 = L_phase direct_sum W5,"No physical Higgs, Goldstone-mode, or energy interpretation is promoted.","[""FACE""]"
e2-face-plane,Real irreducible face plane,"[""E2"", ""E_2""]",real representation component,Four-mode face representation 1 + chi_face + E2,,,2,1,,,Source-recorded; original producer not re-executed in this sweep.,The real two-dimensional irreducible component in the four-mode face representation 1 + chi_face + E2. After a complex-orientation choice it is a complex line. Under full local D8 its conjugation character differs from that of the scalar plane.,V_face = 1 direct_sum chi_face direct_sum E2,Not the complex frame character block E_2 or equation E02. The full D8 action does not yield the claimed common semilinear doublet without the specified restriction.,"[""FACE""]"
reference-lines,Reference-gauge projective analyzer line labels,"[""L0"", ""L1"", ""L_0"", ""L_1""]",projective-line pair,Selected reference gauge in CP^1,,2,,,,,Source-recorded; original producer not re-executed in this sweep.,"The two projective analyzer lines named L0 and L1 after choosing a reference gauge. The original Program 2 source describes the codomain as a two-line subset of CP1. These labels identify lines, not oriented vector representatives.","{L0,L1} subset CP1","No automatic identification with the two inert complex lines L1,L2 in the separate charge-Cartan construction. A line alone is not a signed observable.","[""LINES"", ""PARTITIONS""]"
cartan-inert-lines,Ordered inert complex lines in the charge-Cartan sector,"[""L1"", ""L2"", ""L_1"", ""L_2""]",complex subspace pair,Q_tau complement in the specified C^4 comparison,,,,1,,,Source-recorded; original producer not re-executed in this sweep.,"The two ordered inert complex lines in the Q_tau complement of the specified four-complex-dimensional representation. The selected square orders them in that construction. This is a different pair from the reference-gauge analyzer lines L0,L1.",Y=q_D P_tau+q1 Pi1+q2 Pi2,"The coefficients q1,q2 remain unassigned. No Standard Model charge or face-to-spin axis identification follows.","[""CARTAN""]"
cartan-charge-coefficients,Unassigned inert-line charge coefficients,"[""q1"", ""q2"", ""q_1"", ""q_2""]",scalar parameter pair,Three-parameter charge algebra in theC^4comparison,,,,,,,Source-recorded; original producer not re-executed in this sweep.,"The two free scalar coefficients multiplying the inert singlet-line projectors in the displayed charge algebra. They are parameters rather than vertex addresses, history bits, or already determined physical charges.",Y=q_D P_tau+q1 Pi1+q2 Pi2,Do not supply numerical hypercharges that the source leaves unassigned.,"[""CARTAN""]"
correlation-entries,Setting-pair correlation table entries,"[""E00"", ""E01"", ""E10"", ""E11"", ""E_00"", ""E_01"", ""E_10"", ""E_11""]",indexed scalar readout,"Two-wing measurement context (i,j)",,,,,,,Source-recorded; original producer not re-executed in this sweep.,The correlation expectation indexed by an ordered pair of settings. The two digits carry separate local-setting information. Leading zeros must be preserved: E01 is not automatically the same label as E1.,"E_ij = expectation[a b | i,j]",Distinguish the mathematical correlation E_01 from the equation-file locator E01 using the occurrence context.,"[""EPR"", ""MEASURE""]"
identity-matrices,Identity operator family with domain size,"[""I1"", ""I2"", ""I3"", ""I4"", ""I6"", ""I12"", ""I20"", ""I30"", ""I60"", ""I600"", ""I_2"", ""I_6"", ""I_12""]",parametric matrix family,Declared vector space of dimension n,,,,,,,Source-recorded; original producer not re-executed in this sweep.,"The identity operator on a declared vector space. Its numeric suffix specifies matrix size, not an independent native object. An identity acting on a sheet factor and one acting on a spinor factor can have the same matrix while retaining different roles.","I_(n,domain) v=v","Annotate field and carrier, particularly for I2. Equal-size identities do not provide a map between the underlying native domains.","[""CHAT"", ""MEASURE"", ""CARTAN""]"
u2-face-envelope,Continuous unitary envelope of a selected face complex fiber,"[""U2"", ""U(2)"", ""U_2_envelope""]",continuous matrix group,"Selected face complex fiber: real dimension 4, complex dimension 2",,,4,2,,,Source-recorded; original producer not re-executed in this sweep.,"The continuous group of unitary transformations for the selected face complex structure, with a real four-dimensional / complex two-dimensional fiber. Its Lie algebra has dimension four, one-dimensional center, and three-dimensional derived part. The digit two is complex matrix size.",U(2) ~= (SU(2) x U(1))/C2,Not the finite coordinate permutation U_2. The envelope does not establish physical gauge fields or hypercharge.,"[""U2"", ""CONNECTION"", ""NEUTRAL""]"
u1-face-center,Central face phase circle,"[""U1"", ""U(1)"", ""U_1_center""]",continuous central subgroup,Center of faceU(2),,,,,,,Source-recorded; original producer not re-executed in this sweep.,"The common complex-phase circle in the center of the face U(2) envelope. Its primitive Lie direction is J=A0+A1. This embedded circle is not either anchor stabilizer, although all three have abstract circle type.",exp(theta J); J = A0 + A1,"Keep the continuous circle, Lie generator, and finite quarter-turn subgroup distinct.","[""NEUTRAL"", ""CIRCLES""]"
u1-anchor-first,First positive-event anchor circle,"[""U1"", ""U(1)"", ""U_1_anchor0""]",continuous point stabilizer,"Face U(2), fixing the first positive event vector",,,,,,,Source-recorded; original producer not re-executed in this sweep.,The point stabilizer fixing the first positive event vector. Its generator A0 is one half of the difference between central J and neutral T. Naming the anchor is necessary to specify the embedded subgroup.,A0=(J-T)/2,Not the central U(1) or the second anchor circle. The source reports trivial intersection of the two anchor circles.,"[""CIRCLES"", ""NEUTRAL""]"
u1-anchor-second,Second positive-event anchor circle,"[""U1"", ""U(1)"", ""U_1_anchor1""]",continuous point stabilizer,"Face U(2), fixing the second positive event vector",,,,,,,Source-recorded; original producer not re-executed in this sweep.,"The point stabilizer fixing the second positive event vector. Its generator A1 is one half of the sum of central J and neutral T. Together the two anchor circles generate a maximal U(1) x U(1) torus, not the full U(2).",A1=(J+T)/2,Same abstract circle type does not merge the two embedded stabilizers.,"[""CIRCLES"", ""NEUTRAL""]"
su2-face-derived,Derived face unitary special-unitary envelope,"[""SU2"", ""SU(2)""]",continuous matrix group / Lie algebra view,Derived part of the face U(2) envelope,,,,,,,Source-recorded; original producer not re-executed in this sweep.,"The special-unitary / derived three-generator structure in the chosen face complex-doublet envelope. The source computes quaternionic generator anatomy and normalization. Its Lie algebra, group, and represented operators remain separate views.",T_i = K_i/2; quadratic Casimir = 3/4,Not yet physical weak isospin or a unique native Weyl-to-face identification.,"[""CONNECTION"", ""NEUTRAL""]"
o2-surface-envelope,Orthogonal winding-plane reference-transport envelope,"[""O2"", ""O(2)""]",continuous matrix group,Real local primitive winding planes,,,,,,,Source-recorded; original producer not re-executed in this sweep.,"The orthogonal two-plane envelope of the surface reference connection. The tested edge transports lie in a finite D8 subgroup, while the unlifted loop holonomy lies in a V4 subgroup. Ambient envelope, edge-value group, and loop group are distinct.",D8_edge <= O(2); Hol_reference ~= V4,No equality of an ambient group with its attained loop holonomy is inferred.,"[""SURFACE""]"
circle-space,Unit-circle phase space,"[""S1"", ""S^1""]",topological space / group model,Continuous phase/orientation coordinate when explicitly selected,,,,,,,Notation convention for the source phase-circle/envelope usage.,"The unit-circle model of a continuous phase coordinate when such a coordinate is declared. Its superscript distinguishes it from the finite reflection operator S_1. A chosen phase circle can model U(1), but this is not the same as identifying every object called S1.",S^1={z in C:|z|=1},The fully scanned sources contain phase-circle/envelope usage; no equality to a permutation S1 is intended.,"[""U2"", ""CORE""]"
real-spaces,Real scalar vector-space family,"[""R2"", ""R3"", ""R4"", ""R5"", ""R6"", ""R12"", ""R1800"", ""R9000"", ""R^2"", ""R^3"", ""R^6""]",scalar-space family,Declared realcoordinate spaces,,,,,,,Source-recorded; original producer not re-executed in this sweep.,"R^n records scalar field and real dimension. Compressed JSON prose may write R6, but an operator R3 or relation R_1 uses a different convention. Each actual native or constructed vector-space domain still needs its own qualified name.",R^n; dimensionn overR,Do not turn a superscript into a subscript. Equal dimensions do not supply a native vector-space identification.,"[""FACE"", ""CORE"", ""CHAT""]"
complex-spaces,Complex scalar vector-space family,"[""C2"", ""C4"", ""C6"", ""C12"", ""C^2"", ""C^4"", ""C^6""]",scalar-space family,Declared complexification/complexfiber,,,,,,,Source-recorded; original producer not re-executed in this sweep.,"C^n is a complex vector space, not the cyclic group C_n. A complex doublet has two complex dimensions and four real dimensions; it is not a two-element state set. A chosen complex structure is additional data on its real carrier.",dim_R C^n=2n,"Preserve exponent, field, and domain. Complexification does not by itself turn spectral modes into registered physical outcomes.","[""CARTAN"", ""U2"", ""COMPANION_TRIALITY""]"
residue-spaces,Cyclic residue coordinate family,"[""Z2"", ""Z3"", ""Z4"", ""Z5"", ""Z6"", ""Z20"", ""Z_2"", ""Z_3"", ""Z_4"", ""Z_5"", ""Z_20""]",residue-coordinate group family,Declared finite cyclic coordinates,,,,,,,Source-recorded; original producer not re-executed in this sweep.,The integers modulo n used as coordinates on a declared finite cyclic register. Such coordinates may model a C_n action after an origin and generator are selected. They do not identify all native actions of that abstract type.,Z/nZ,Z_5 as a residue group is not Z5 the frame-sector exchange operator; Z_3 is not the analyzer Z3 reflection.,"[""KERNEL"", ""FRAMES"", ""CHAT""]"
matrix-algebras,Full matrix algebra size notation,"[""M2"", ""M_2"", ""M2(R)"", ""M2(C)""]",associative algebra family,Endomorphisms of the specified two-dimensional spaces,,,,,,,Source-recorded; original producer not re-executed in this sweep.,"The full two-by-two matrix algebra over the stated field. In the projective binary comparison, the complex lifts generate M2(C). A matrix algebra is not an individual indexed matrix M_2 or a return-count operator with the same compressed spelling.","M_2(C), or M_2(R) where specified",Keep the field and represented carrier explicit; matching matrix size is not native identity.,"[""HISTORICAL_FIVEFOLD"", ""CORE""]"
h1-homology,First homology group on a declared complex,"[""H1"", ""H_1""]",homology group functor,Declared complex and coefficient ring,,,,,,,Source-recorded; original producer not re-executed in this sweep.,The first homology group of a specified complex with specified coefficients. Its cycles-modulo-boundaries definition and winding interpretation depend on that domain. It is not the isotropy subgroup H_1 at phase coset S_1.,H1(K;Z)=ker(boundary1)/im(boundary2),Always include the complex and coefficient ring. Do not merge distinct winding constructions on their common abstract integer group.,"[""WINDING"", ""CORE""]"
h2-history-variable,Indexed retained history states,"[""H1"", ""H2"", ""H_1"", ""H_2""]",indexed record family,Two histories compared for future response,,,,,,,Source-recorded; original producer not re-executed in this sweep.,"In the core definitions H1 and H2 also name two retained histories being compared by future admissibility and response. These numeric indices are variable labels, not homological degree or group order.",H1 ~ H2 under the declared predictive-history equivalence,The local formula must determine the type; a bare H1 match remains ambiguous.,"[""BASE"", ""CORE""]"
h12-history-candidate,Twelve-dimensional analyzer-frame candidate module,"[""H12"", ""H_12"", ""H12_cand""]",representation candidate,Exchange-odd analyzer sector tensor nontrivial frame harmonics,,,12,,,,Conversation-derived candidate; final native intertwiner open.,The proposed tensor product of a three-dimensional exchange-odd analyzer sector with the four-dimensional nontrivial frame module. It matches the dimension and abstract Clifford relations of registered pentagon history. It is not yet the construction-derived history module identification.,H12_cand = wedge^2(V_chi) tensor E_C5_nontriv,"Not a set of twelve history events, section states, or phase objects. The final native intertwiner remains open.","[""CHAT"", ""CORE""]"
source-h-locators,H-prefixed audit/frontier source locators,"[""H8"", ""H10"", ""H35"", ""H40"", ""H41"", ""H58"", ""H61"", ""H65"", ""H67"", ""H69"", ""H71""]",metadata / locator family,Project 41 audit and frontier names,,,,,,,Metadata where explicit; H8/H10 standalone referents unresolved.,"H35, H58, H61 and related strings in provenance refer to audits or frontiers. They are not automatically homology groups, group orders, or Hilbert-space dimensions. H8 and H10 were not resolved as standalone mathematical objects in the fully scanned current packet.",H35: selected square; H58: face-to-Weyl comparison; H61: pairing; H67: reflection audit,Recover the original referenced payload before assigning a structure to an unresolved locator. No H8/H10 group is invented from the spelling.,"[""CARTAN"", ""REFLECTION"", ""BUNDLE""]"
source-draft-codes,Draft-number source citation codes,"[""D6"", ""d6"", ""D5_draft"", ""D3_draft""]",source identifier,Glossary source keys and filenames,,,,,,,Lexical metadata.,D6 in the glossary source keys generally means Draft 6. Draft identifiers and filenames can share a letter-number spelling with dihedral notation. The enclosing source reference and the complete filename disambiguate them.,[D6] identifies the Draft 6 manuscript source,Citation metadata is not a mathematical group. Preserve the whole source token.,"[""CORE"", ""GLOSS""]"
source-equation-codes,Equation and statement identifier families,"[""E01..E52"", ""F1..F8"", ""K1..K4"", ""M1..M4"", ""S10_1"", ""E02..E52"", ""W1"", ""W2""]",metadata / locator family,"TEX equation tags, statement filenames and input commands",,,,,,,Lexical metadata.,"Equation tags and statement filenames are locators. For example, K1 is the tag of the kernel point definition, while K_1 elsewhere is a quaternionic generator. E01 can name an equation file, whereas E_01 can denote a correlation entry.",\tag{K1}; \input{equations/E01}; statements/S10_1.tex,"A regular-expression match is not a mathematical object. Keep leading zeros, suffixes and enclosing tag or path syntax.","[""KERNEL"", ""COVER"", ""MODE"", ""CORE""]"
source-census-codes,Census path and source transport code families,"[""N015"", ""N030"", ""N060"", ""N120"", ""x012"", ""x210""]",catalogue / transport-code identifier,Census paths and complete source transport labels,,,,,,,Lexical metadata.,"N015, N030, N060 and N120 are census path components. The strings x012 and x210 occur inside complete source transport codes. Their meaning comes from the full path or transport label rather than the isolated letter-number substring.",Catalogue example N120/N120i038; complete transport codes 02_x_012 and 021_x_210,Do not create an N-dimensional space or an X012 state carrier from these substrings.,"[""COVER"", ""FRAMES""]"
source-audit-codes,Numeric audit/version labels,"[""C107"", ""v0"", ""v1"", ""G21"", ""O48"", ""FP7""]",audit / schema / source-locator family,"Audit IDs, schema versions and upstream frontier references",,,,,,,Metadata; full G21/O48 payloads not recovered.,"C107 names the comparator-center audit rather than a cyclic group of order 107. v1 usually labels a schema version. G21, O48 and FP7 are references to particular upstream artifacts or label sets; not every full referent is included in this packet.","Audit C107; schema suffix .v1.json; source references G21, O48, FP7",v1 may also be a variable in a different context. No unseen O48 group is inferred from the number 48.,"[""MM"", ""CONNECTION"", ""BUNDLE""]"
face-stabilizer,Native face-family ambient stabilizer,"[""Stab_f"", ""H_face80""]",finite subgroup family,"Aut(G60), fixing one native face family",80,,,,,,Source-recorded; original producer not re-executed in this sweep.,"The order-eighty subgroup fixing one native face family setwise. It maps to the order-eight block permutation image and has the order-ten realization kernel. These three objects belong in one exact sequence, not one alias list.",1 -> D5_f -> Stab(f) -> D8_blocks(f) -> 1,"Never list ambient stabilizer, image and kernel as interchangeable names for D8.","[""D5_KERNEL"", ""FACE_SCOPE""]"
history-pentagon-space,Registered-pentagon coefficient module,"[""H_hist"", ""H12_history""]",real vector space,Coefficient space of twelve oriented quotient pentagon generators,,,12,,,,Source-recorded; original producer not re-executed in this sweep.,"The twelve-dimensional coefficient domain generated by the twelve oriented quotient pentagons. Its basis labels are finite cycles, but its possible vectors are not limited to twelve point states. The signed cycle-incidence map acts from this space.",B_hist: R^12 -> R^30,"Not the phase actor Gamma_hist, the twelve-section set, the twelve face-phase objects, or the candidate analyzer-frame module.","[""HIST"", ""MEASURE""]"
history-incidence,Signed registered-pentagon incidence map,"[""B_hist"", ""M_cycle""]",linear map,R^12 cycle coefficients -> R^30 oriented G15 edge coordinates,,,,,,,Source-recorded; original producer not re-executed in this sweep.,The signed thirty-by-twelve edge-cycle incidence map. Its columns are oriented registered pentagons in the thirty-edge quotient. Older source notation uses M for this map; later manuscript notation uses B_hist.,G_hist=B_hist^T B_hist,M_sec is a different fifteen-by-thirty map. Only merge the M/B_hist spellings when they refer to this same edge-cycle map.,"[""HIST"", ""MEASURE""]"
history-gram,Registered-pentagon Gram operator,"[""G_hist"", ""M_hist""]",positive operator,R^12 history coefficient module,,,,,,,Source-recorded; original producer not re-executed in this sweep.,The positive twelve-by-twelve Gram operator of the cycle-incidence map. Its trace is sixty because each of the twelve cycle generators has squared norm five. It acts on coefficients rather than sending them to edges.,G_hist=B_hist^T B_hist=5I12+K_hist,"Not the incidence map B_hist, its coefficient carrier H_hist, or its centered contrast K_hist.","[""HIST"", ""CLIFF""]"
history-contrast,Registered-history centered conference operator,"[""K_hist""]",real symmetric operator,R^12 history coefficient module,,,,,,,Source-recorded; original producer not re-executed in this sweep.,"The integer symmetric centered Gram operator. Its square is five times identity. The stored signed row/column chart identifies its off-diagonal conference block, while native action equivariance requires its separate source evidence.",K_hist=G_hist-5I12; K_hist^2=5I12,"The normalized J_hist=K_hist/sqrt(5) is related by scaling, not literally the same operator.","[""HIST""]"
history-sheet-grading,Receipt-family diagonal grading,"[""Z_hist""]",linear involution,Six b and six ab pentagon coefficients,,,,,,,Source-recorded; original producer not re-executed in this sweep.,The diagonal sign operator distinguishing the six b-receipt cycles from the six ab-receipt cycles. It anticommutes with the centered history operator. This raw family grading is not the sheet-exchange observable used in the spectral refinement.,"Z_hist = +1 on b, -1 on ab; Z_hist K_hist = -K_hist Z_hist","Not the frame Z5, a universal physical parity, or the sheet-exchange eigenvalue q.","[""CLIFF""]"
history-sheet-exchange,Signed-chart history sheet-exchange operator,"[""Q_H"", ""Q_hist""]",linear involution,Two-sheet by six-axis signed normal form,,,,,,,Source-recorded; original producer not re-executed in this sweep.,The exchange operator on the sheet factor in the signed conference chart. It commutes with the normalized conference factor T_H. It differs from the diagonal receipt-family grading Z_hist.,Q_H=X_sheet tensor I6,A chart-derived operator is not a raw two-sheet record or the sector overlap Gram Q_sec.,"[""CHAT"", ""CORE"", ""HIST""]"
history-axis-involution,History-chart normalized conference factor,"[""T_H"", ""T_hist""]",linear involution,Axis factor of the signed history normal form,,,,,,,Source-recorded; original producer not re-executed in this sweep.,The normalized six-axis conference operator acting on the axis factor of the two-sheet history chart. Together with Q_H it factorizes J_hist and yields four joint rank-three spectral cells.,T_H=I2 tensor C_conf/sqrt5; J_hist=Q_H T_H,"Not a macro-history transport T10/T12, Thalean time, or a local scalar relay.","[""CHAT"", ""CORE"", ""HIST""]"
conference-matrix,Six-axis symmetric conference matrix,"[""C_conf"", ""C6_conf""]",real 6-by-6 matrix,Signed presentation of six projective analyzer axes,,,6,,,,Source-recorded; original producer not re-executed in this sweep.,"The six-by-six signed symmetric conference representative with zero diagonal, off-diagonal entries +/-1, and square five times identity. Its rank-three Gram realization describes the six projective analyzer lines up to the appropriate sign and coordinate choices.",C_conf^2=5I6,Line-sign changes alter its presentation by switching. The matrix is not the symmetry group or a physical analyzer instrument.,"[""HIST"", ""CONF_ACTION""]"
sector-incidence,Fifteen-by-thirty sector incidence map,"[""M_sec""]",linear map,Inherited sector/edge-coordinate construction on G15,,,,,,,Source-recorded; original producer not re-executed in this sweep.,The fifteen-by-thirty incidence map in the inherited sector/edge construction. It supplies the quadratic sector shadow on G15. Its shape and domain distinguish it from the thirty-by-twelve history-cycle map.,Q_sec=M_sec M_sec^T,Historical reuse of M must not erase which domain and codomain are being used.,"[""CORE"", ""BASE""]"
sector-overlap,Sector overlap quadratic shadow,"[""Q_sec""]",symmetric 15-by-15 operator,G15sectorregister,,,,,,,Source-recorded; original producer not re-executed in this sweep.,"The fifteen-by-fifteen Gram shadow of the sector-incidence map, with the retained source identity involving G15 adjacency. It is a quadratic overlap/readout object rather than automatically the primitive transport generator.",Q_sec=A15^3+2A15^2+2I15,Not the history sheet exchange Q_H or a universal event law.,"[""CORE""]"
g1800-delta,Registered G1800 midpoint involution,"[""Delta_1800""]",permutation,Declared registered G1800 carrier,,,,,,,Source-recorded; original producer not re-executed in this sweep.,The free midpoint involution equal to the square of the declared registered G1800 quarter-turn. The associated quotient forgets its two-state lift coordinate.,Delta_1800=K_1800^2; Delta_1800^2=I,"Not an event receipt delta_e, accumulated Delta[Gamma], global native deck a, or rooted comparator center by a matching sign alone.","[""FRAMES""]"
t12-macro,Native T12 macro-history transport,"[""T12"", ""T_12""]",native actor / quotient-view,Native macro-history alphabet and conference quotient action,,,,,,,Source-recorded; original producer not re-executed in this sweep.,The named macro-history transport whose conference comparison has odd orientation and an order-six quotient action. The retained artifact gives its six-axis permutation and switching signs. The digits in the name do not establish its full native permutation order.,Conference orientation -1; quotient order 6; six-axis cycle type 6,Keep native actor order separate from quotient order. No order-twelve conclusion is inferred from T12.,"[""CONF_ACTION""]"
h-history-group,Literal sixteen-element phase-history actor group,"[""Gamma_hist""]",finite subgroup,Supplied Aut(G60) cache and four phase cosets,16,,,,,,Source-recorded; original producer not re-executed in this sweep.,"The declared sixteen-element group generated by r,s,z in the native cache. Its four-object action groupoid is constructed explicitly in the source. It is not the scalar correlation Gamma or an arbitrary history word using that letter.","Gamma_hist=<r,s,z> ~= D8 x C2",The later twelve-pentagon coefficient action has its own domain and evidence; it is not this group by identity.,"[""HISTORY_PHASE""]"
history-alphabet,Original two-member continuation-history alphabet,"[""h23"", ""{2,3}""]",two-state indexed set,Original Program 03 continuation interface,,2,,,,,Source-recorded; original producer not re-executed in this sweep.,"The original two continuation-history labels, with the source preserve-roles and swap-roles semantics. Equivariant sign naming leaves a global reversal choice. The actual projection from the decorated phase carrier remains an independent requirement.","h in {2,3}; preserve roles: h -> 5-h","Not the b/ab pentagon family, the q,t spectral signs, or the frame character index.","[""HISTORY_PHASE"", ""CORE""]"
adjacency-g15,Native quotient adjacency operator,"[""A15"", ""A_15""]",graph adjacency matrix,G15 vertex function space,,,15,,,,Source-recorded; no original mathematical producer re-executed here.,The fifteen-by-fifteen adjacency appearing in the sector Gram identity. The graph and its matrix are related but not interchangeable objects; the chosen vertex order matters for literal matrix identity.,A15 = adjacency(G15),Not the alternating group A15 or the distance-fusion matrices A_0 through A_3.,"[""CORE"", ""CENSUS""]"
adjacency-g60,Native carrier adjacency operator,"[""A60"", ""A_60""]",graph adjacency matrix,G60 vertex function space,,,60,,,,Source-recorded; no original mathematical producer re-executed here.,The sixty-by-sixty adjacency whose product-space lift is A60 tensor I + I tensor A60 before the diagonal deck quotient. Its spectral sectors are not the graph vertices themselves.,A_product=A60 tensor I+I tensor A60,"Not the graph G60, its full automorphism group, or a sixty-element alternating group.","[""ANALYZER"", ""EPR""]"
petersen-f10,Petersen graph in the F10 construction label,"[""F10"", ""F_10"", ""Petersen""]",finite graph,Census construction expression L(B(F10)),,10,,,,,Source-recorded; no original mathematical producer re-executed here.,"The census-family section explicitly writes F10=P, the Petersen graph, and B=CDC. Here F10 names a ten-vertex source graph, not a tenth power of the registered F action.","F10=P; Q30=L(B(F10)), B=CDC",Only the explicit source construction licenses this alias.,"[""CENSUS""]"
chain-groups,Cellular integral chain group family,"[""C0"", ""C1"", ""C2"", ""C_0"", ""C_1"", ""C_2""]",free abelian chain groups,The stated four-generator relation complex K,,,,,,,Source-recorded; no original mathematical producer re-executed here.,"C0,C1,C2 here record cellular chain degree. The particular complex has one vertex, four loop edges and nine relation cells. C2(K;Z)=Z^9 is not a cyclic group of order two or a complex two-dimensional space.",C0(K;Z)=Z; C1(K;Z)=Z^4; C2(K;Z)=Z^9,Preserve the complex and coefficient ring. Do not strip the arguments or the degree role.,"[""WINDING""]"
cochain-spaces,Discrete Maxwell cochain-degree spaces,"[""C^0"", ""C^1"", ""C^2"", ""C^3"", ""C^2_cochain""]",cochain space family,A specified discrete cell complex,,,,,,,Source-recorded; no original mathematical producer re-executed here.,"In C^0 -> C^1 -> C^2 -> C^3, the superscript denotes cochain degree. It does not state complex vector-space dimension. This is a superscript collision that subscript-only normalization would miss.",C^0 --D0--> C^1 --D1--> C^2 --D2--> C^3,"C^2 can also mean complex two-space in a fonted scalar context. Preserve notation, chain complex and arguments.","[""DYN_TARGETS"", ""MAXWELL""]"
binary-vector-spaces,Binary vector-space dimension family,"[""F2^2"", ""F2^3"", ""F2^4"", ""F_2^2"", ""F_2^3"", ""F_2^4""]",finite vector-space family,"Binary coordinate, cochain or reference-fiber domains",,,,,,,Source-recorded; no original mathematical producer re-executed here.,"The exponent is vector dimension over the two-element field. F2^2 has four elements, F2^3 eight and F2^4 sixteen; that count does not select a native deck embedding or a symplectic/Pauli structure.",dim_(F2)(F2^n)=n; cardinality=2^n,"The space, a bilinear form on it, and a group acting on it are distinct records.","[""KERNEL"", ""CORE""]"
